tema,status,observacao,tese
886,OK,,"a) O que define a responsabilidade pelo pagamento das obrigações condominiais não é o registro do compromisso de venda e compra, mas a relação jurídica material com o imóvel, representada pela imissão na posse pelo promissário comprador e pela ciência inequívoca do Condomínio acerca da transação;b) Havendo compromisso de compra e venda não levado a registro, a responsabilidade pelas despesas de condomínio pode recair tanto sobre o promitente vendedor quanto sobre o promissário comprador, dependendo das circunstâncias de cada caso concreto; c) Se restar comprovado: (i) que o promissário comprador imitira-se na posse; e (ii) o Condomínio teve ciência inequívoca da transação, afasta-se a legitimidade passiva do promitente vendedor para responder por despesas condominiais relativas a período em que a posse foi exercida pelo promissário comprador."
887,OK,,"Na execução individual de sentença proferida em ação civil pública que reconhece o direito de poupadores aos expurgos inflacionários decorrentes do Plano Verão (janeiro de 1989): (I) descabe a inclusão de juros remuneratórios nos cálculos de liquidação se inexistir condenação expressa, sem prejuízo de, quando cabível, o interessado ajuizar ação individual de conhecimento; (II) incidem os expurgos inflacionários posteriores a título de correção monetária plena do débito judicial, que terá como base de cálculo o saldo existente ao tempo do referido plano econômico, e não os valores de eventuais depósitos da época de cada plano subsequente."
889,OK,,"A sentença, qualquer que seja sua natureza, de procedência ou improcedência do pedido, constitui título executivo judicial, desde que estabeleça obrigação de pagar quantia, de fazer, não fazer ou entregar coisa, admitida sua prévia liquidação e execução nos próprios autos."
890,OK,,"Na execução individual de sentença proferida em ação civil pública que reconhece o direito de poupadores aos expurgos inflacionários decorrentes do Plano Verão (janeiro de 1989), descabe a inclusão de juros remuneratórios nos cálculos de liquidação se inexistir condenação expressa, sem prejuízo de, quando cabível, o interessado ajuizar ação individual de conhecimento."
891,OK,,"Na execução de sentença que reconhece o direito de poupadores aos expurgos inflacionários decorrentes do Plano Verão (janeiro de 1989), incidem os expurgos inflacionários posteriores a título de correção monetária plena do débito judicial, que terá como base de cálculo o saldo existente ao tempo do referido plano econômico, e não os valores de eventuais depósitos da época de cada plano subsequente."
893,OK,,"No âmbito do cumprimento de sentença arbitral condenatória de prestação pecuniária, a multa de 10% (dez por cento) do artigo 475-J do CPC deverá incidir se o executado não proceder ao pagamento espontâneo no prazo de 15 (quinze) dias contados da juntada do mandado de citação devidamente cumprido aos autos (em caso de título executivo contendo quantia líquida) ou da intimação do devedor, na pessoa de seu advogado, mediante publicação na imprensa oficial (em havendo prévia liquidação da obrigação certificada pelo juízo arbitral)."
898,OK,,"A incidência de atualização monetária nas indenizações por morte ou invalidez do seguro DPVAT, prevista no § 7º do art. 5º da Lei n. 6194/74, redação dada pela Lei n. 11.482/2007, opera-se desde a data do evento danoso."
902,OK,,"A legislação de regência estabelece que o documento hábil a protesto extrajudicial é aquele que caracteriza prova escrita de obrigação pecuniária líquida, certa e exigível. Portanto, a sustação de protesto de título, por representar restrição a direito do credor, exige prévio oferecimento de contracautela, a ser fixada conforme o prudente arbítrio do magistrado."
910,OK,,"Legitimidade passiva da TELEBRAS, bem como das companhias cindendas (ou sucessoras destas), para a ação de complementação de ações, na hipótese em que as ações originárias tenham sido emitidas pela TELEBRAS."
913,OK,,"I - A cota de fundo de investimento não se subsume à ordem de preferência legal disposta no inciso I do art. 655 do CPC/73 (ou no inciso I do art. 835 do NCPC).II - A recusa da nomeação à penhora de cotas de fundo de investimento, reputada legítima a partir das particularidades de cada caso concreto, não encerra, em si, excessiva onerosidade ao devedor, violação do recolhimento dos depósitos compulsórios e voluntários do Banco Central do Brasil ou afronta à impenhorabilidade das reservas obrigatórias."
915,OK,,"Em relação ao sistema ""credit scoring"", o interesse de agir para a propositura da ação cautelar de exibição de documentos exige, no mínimo, a prova de: i) requerimento para obtenção dos dados ou, ao menos, a tentativa de fazê-lo à instituição responsável pelo sistema de pontuação, com a fixação de prazo razoável para atendimento; e ii) que a recusa do crédito almejado ocorreu em razão da pontuação que lhe foi atribuída pelo sistema ""scoring""."
939,OK,,"Legitimidade passiva 'ad causam' da incorporadora, na condição de promitente-vendedora, para responder pela restituição ao consumidor dos valores pagos a título de comissão de corretagem e de taxa de assessoria técnico-imobiliária, nas demandas em que se alega prática abusiva na transferência desses encargos ao consumidor."
948,OK,,"Em ação civil pública proposta por Associação, na condição de substituta processual de consumidores, possuem legitimidade para a liquidação e execução da sentença todos os beneficiados pela procedência do pedido, independentemente de serem filiados à Associação promovente."
950,OK,,"As questões acerca do trade dress (conjunto-imagem) dos produtos, concorrência desleal, e outras demandas afins, por não envolver registro no INPI e cuidando de ação judicial entre particulares, é inequivocamente de competência da justiça estadual, já que não afeta interesse institucional da autarquia federal. No entanto, compete à Justiça Federal, em ação de nulidade de registro de marca, com a participação do INPI, impor ao titular a abstenção do uso, inclusive no tocante à tutela provisória."
961,OK,,"Observado o princípio da causalidade, é cabível a fixação de honorários advocatícios, em exceção de pré-executividade, quando o sócio é excluído do polo passivo da execução fiscal, que não é extinta."
967,OK,,"Em ação consignatória, a insuficiência do depósito realizado pelo devedor conduz ao julgamento de improcedência do pedido, pois o pagamento parcial da dívida não extingue o vínculo obrigacional."
973,OK,,"O art. 85, § 7º, do CPC/2015 não afasta a aplicação do entendimento consolidado na Súmula 345 do STJ, de modo que são devidos honorários advocatícios nos procedimentos individuais de cumprimento de sentença decorrente de ação coletiva, ainda que não impugnados e promovidos em litisconsórcio."
976,OK,,"A competência para processar e julgar demandas cíveis com pedidos ilíquidos contra massa falida, quando em litisconsórcio passivo com pessoa jurídica de direito público, é do juízo cível no qual for proposta a ação de conhecimento, competente para julgar ações contra a Fazenda Pública, de acordo as respectivas normas de organização judiciária."
988,OK,,"O rol do art. 1.015 do CPC é de taxatividade mitigada, por isso admite a interposição de agravo de instrumento quando verificada a urgência decorrente da inutilidade do julgamento da questão no recurso de apelação."
1000,OK,,"Desde que prováveis a existência da relação jurídica entre as partes e de documento ou coisa que se pretende seja exibido, apurada em contraditório prévio, poderá o juiz, após tentativa de busca e apreensão ou outra medida coercitiva, determinar sua exibição sob pena de multa com base no art. 400, parágrafo único, do CPC/2015."
1001,OK,,"_A teor dos arts. 27 e 511, § 1º, do revogado CPC/73 (arts. 91 e 1.007, § 1º, do vigente CPC/15), o_ _Instituto Nacional do Seguro Social - INSS, nos recursos de competência dos Tribunais de Justiça, está_ _dispensado do prévio pagamento do porte de remessa e de retorno, enquanto parcela integrante do_ _preparo, devendo recolher o respectivo valor somente ao final da demanda, acaso vencido._"
1004,OK,,"""Os adquirentes dos imóveis submetidos à desapropriação indireta sub-rogam-se no direito de receber a indenização se, ao tempo do negócio, não tiver havido o respectivo pagamento ao antigo proprietário nem a averbação no cartório de registro de imóveis das dimensões atualizadas, sendo irrelevante o fato de a alienação ter ocorrido após o esbulho ou a conclusão da obra pública, cabendo ao expropriante o ônus da prova acerca da ausência de prejuízo."""
1012,OK,,"O bloqueio de ativos financeiros do executado via sistema BACENJUD, em caso de concessão de parcelamento fiscal, seguirá a seguinte orientação: (i) será levantado o bloqueio se a concessão é anterior à constrição; e (ii) fica mantido o bloqueio se a concessão ocorre em momento posterior à constrição, ressalvada, nessa hipótese, a possibilidade excepcional de substituição da penhora online por fiança bancária ou seguro garantia, diante das peculiaridades do caso concreto, mediante comprovação irrefutável, a cargo do executado, da necessidade de aplicação do princípio da menor onerosidade."
1015,OK,,"1. Pedido de Homologação de Acordo firmado entre KIRTON BANK S/A (nova denominação de HSBC BANK BRASIL S/A - BANCO MÚLTIPLO - sucessor parcial do BANCO BAMERINDUS S/A) e BANCO SISTEMA S/A (nova denominação da massa liquidanda do BANCO BAMERINDUS S/A).**(""clique"" no** **link do número do tema para ter acesso à tese completa).**"
1019,OK,,"O prazo prescricional aplicável à desapropriação indireta, na hipótese em que o Poder Público tenha realizado obras no local ou atribuído natureza de utilidade pública ou de interesse social ao imóvel, é de 10 anos, conforme parágrafo único do art. 1.238 do CC."
1022,OK,,"É cabível agravo de instrumento contra todas as decisões interlocutórias proferidas nos processos de recuperação judicial e nos processos de falência, por força do art. 1.015, parágrafo único, CPC."
1023,OK,,"Nas ações de indenização por danos morais, em razão de sofrimento ou angústia experimentados pelos agentes de combate a endemias decorrentes da exposição desprotegida e sem orientação ao dicloro-difenil-tricloroetano - DDT, o termo inicial do prazo prescricional é o momento em que o servidor tem ciência dos malefícios que podem surgir da exposição, não devendo ser adotado como marco inicial a vigência da Lei nº 11.936/09, cujo texto não apresentou justificativa para a proibição da substância e nem descreveu eventuais malefícios causados pela exposição ao produto químico."
1026,OK,,"""O art. 782, §3º do CPC é aplicável às execuções fiscais, devendo o magistrado deferir o requerimento de inclusão do nome do executado em cadastros de inadimplentes, preferencialmente pelo sistema SERASAJUD, independentemente do esgotamento prévio de outras medidas executivas, salvo se vislumbrar alguma dúvida razoável à existência do direito ao crédito previsto na Certidão de Dívida Ativa - CDA."""
1029,OK,,"Não é possível propor nos Juizados Especiais da Fazenda Pública a execução de título executivo formado em Ação Coletiva que tramitou sob o rito ordinário, assim como impor o rito sumaríssimo da Lei 12.153/2009 ao juízo comum da execução"
1030,OK,,"Ao autor que deseje litigar no âmbito de Juizado Especial Federal Cível, é lícito renunciar, de modo expresso e para fins de atribuição de valor à causa, ao montante que exceda os 60 (sessenta) salários mínimos previstos no art. 3º, caput, da Lei 10.259/2001, aí incluídas, sendo o caso, as prestações vincendas."
1033,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1040,OK,,"Na ação de busca e apreensão de que trata o Decreto-Lei 911/69, a análise da contestação somente deve ocorrer após a execução da medida liminar."
1050,OK,,"O eventual pagamento de benefício previdenciário na via administrativa, seja ele total ou parcial, após a citação válida, não tem o condão de alterar a base de cálculo para os honorários advocatícios fixados na ação de conhecimento, que será composta pela totalidade dos valores devidos."
1054,OK,,"""A teor do art. 39 da Lei 6.830/80, a fazenda pública exequente, no âmbito das execuções fiscais, está dispensada de promover o adiantamento de custas relativas ao ato citatório, devendo recolher o respectivo valor somente ao final da demanda, acaso resulte vencida"""
1056,OK,,"A coisa julgada formada no Mandado de Segurança Coletivo 2005.51.01.016159-0 (impetrado pela Associação de Oficiais Militares do Estado do Rio de Janeiro - AME/RJ, enquanto substituta processual) beneficia os militares e respectivos pensionistas do antigo Distrito Federal, integrantes da categoria substituída - oficiais, independentemente de terem constado da lista apresentada no momento do ajuizamento do mandamus ou de serem filiados à associação impetrante."
1058,OK,,"""A Justiça da Infância e da Juventude tem competência absoluta para processar e julgar causas envolvendo matrícula de menores em creches ou escolas, nos termos dos arts. 148, IV, e 209 da Lei 8.069/90."""
1059,OK,,"A majoração dos honorários de sucumbência prevista no art. 85, § 11, do CPC pressupõe que o recurso tenha sido integralmente desprovido ou não conhecido pelo tribunal, monocraticamente ou pelo órgão colegiado competente. Não se aplica o art. 85, § 11, do CPC em caso de provimento total ou parcial do recurso, ainda que mínima a alteração do resultado do julgamento e limitada a consectários da condenação."
1064,OK,,"""1ª) As inscrições em dívida ativa dos créditos referentes a benefícios previdenciários ou assistenciais pagos indevidamente ou além do devido constituídos por processos administrativos que tenham sido iniciados antes da vigência da Medida Provisória nº 780, de 2017, convertida na Lei n. 13.494/2017 (antes de 22.05.2017) são nulas, devendo a constituição desses créditos ser reiniciada através de notificações/intimações administrativas a fim de permitir-se o contraditório administrativo e a ampla defesa aos devedores e, ao final, a inscrição em dívida ativa, obedecendo- se os prazos prescricionais aplicáveis; e 2ª) As inscrições em dívida ativa dos créditos referentes a benefícios previdenciários ou assistenciais pagos indevidamente ou além do devido**contra os terceiros beneficiados que sabiam ou deveriam** **saber da origem dos benefícios pagos indevidamente em razão de fraude, dolo ou coação**, constituídos por processos administrativos que tenham sido iniciados antes da vigência da Medida Provisória nº 871, de 2019, convertida na Lei nº 13.846/2019 (antes de 18.01.2019) são nulas, devendo a constituição desses créditos ser reiniciada através de notificações/intimações administrativas a fim de permitir-se o contraditório administrativo e a ampla defesa aos devedores e, ao final, a inscrição em dívida ativa, obedecendo-se os prazos prescricionais aplicáveis.”"
1071,OK,,A discussão acerca da eficácia e efeitos da medida cautelar ou do julgamento de mérito da ADI 2332 não comporta revisão em recurso especial.
1076,OK,,"i) A fixação dos honorários por apreciação equitativa não é permitida quando os valores da condenação, da causa ou o proveito econômico da demanda forem elevados. É obrigatória nesses casos a observância dos percentuais previstos nos §§ 2º ou 3º do artigo 85 do CPC - a depender da presença da Fazenda Pública na lide -, os quais serão subsequentemente calculados sobre o valor: (a) da condenação; ou (b) do proveito econômico obtido; ou (c) do valor atualizado da causa. ii) Apenas se admite arbitramento de honorários por equidade quando, havendo ou não condenação: (a) o proveito econômico obtido pelo vencedor for inestimável ou irrisório; ou (b) o valor da causa for muito baixo."
1081,OK,,"A demanda previdenciária cujo valor da condenação seja aferível por simples cálculos aritméticos, com base nos parâmetros fixados na sentença, deve ser dispensada da remessa necessária quando for possível estimar que não excederá o limite previsto no art. 496, § 3º, I, do Código de Processo Civil."
1092,OK,,"É possível a Fazenda Pública habilitar em processo de falência crédito objeto de execução fiscal em curso, mesmo antes da vigência da Lei n. 14.112/2020, e desde que não haja pedido de constrição no juízo executivo"
1105,OK,,"Continua eficaz e aplicável o conteúdo da Súmula 111/STJ (com a redação modificada em 2006), mesmo após a vigência do CPC/2015, no que tange à fixação de honorários advocatícios."
1130,OK,,"A eficácia do título judicial resultante de ação coletiva promovida por sindicato de âmbito estadual está restrita aos integrantes da categoria profissional, filiados ou não, com domicílio necessário (art. 76, parágrafo único, do Código Civil) na base territorial da entidade sindical autora e àqueles em exercício provisório ou em missão em outra localidade."
1133,OK,,aplicar (Art. 1040 do CPC)
1137,OK,,"Nas execuções cíveis, submetidas exclusivamente ao Código de Processo Civil, a adoção judicial de meios executivos atípicos é cabível desde que, cumulativamente: i) sejam ponderados os princípios da efetividade e da menor onerosidade do executado; ii) seja realizada de modo prioritariamente subsidiário; iii) a decisão contenha fundamentação adequada às especificidades do caso; iv) sejam observados os princípios do contraditório, da proporcionalidade, da razoabilidade, inclusive quanto à sua vigência temporal."
1141,OK,,"A pretensão de expedição de novo precatório ou requisição de pequeno valor, fundada nos arts. 2º e 3º da Lei 13.463/2017, sujeita-se à prescrição quinquenal prevista no art. 1º do Decreto 20.910/32 e tem, como termo inicial, a notificação do credor, na forma do § 4º do art. 2º da referida Lei 13.463/2017."
1146,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1150,OK,,"i) o Banco do Brasil tem legitimidade passiva ad causam para figurar no polo passivo de demanda na qual se discute eventual falha na prestação do serviço quanto a conta vinculada ao PASEP, saques indevidos e desfalques, além da ausência de aplicação dos rendimentos estabelecidas pelo Conselho Diretor do referido programa; ii) a pretensão ao ressarcimento dos danos havidos em razão dos desfalques em conta individual vinculada ao PASEP se submete ao prazo prescricional decenal previsto pelo artigo 205 do Código Civil; e iii) o termo inicial para a contagem do prazo prescricional é o dia em que o titular, comprovadamente, toma ciência dos desfalques realizados na conta individual vinculada ao PASEP."
1153,OK,,"A verba honorária sucumbencial, a despeito da sua natureza alimentar, não se enquadra na exceção prevista no § 2º do art. 833 do CPC/2015 (penhora para pagamento de prestação alimentícia)."
1169,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1175,OK,,"a) antes da vigência do § 7º do art. 22 do Estatuto da OAB (5 de outubro de 2018), é necessária a apresentação dos contratos celebrados com cada um dos filiados ou beneficiários para que o sindicato possa reter os honorários contratuais sobre o montante da condenação; b) após a vigência do supracitado dispositivo, para que o sindicato possa reter os honorários contratuais sobre o montante da condenação, embora seja dispensada a formalidade de apresentação dos contratos individuais e específicos para cada substituído, mantém-se necessária a autorização expressa dos filiados ou beneficiários que optarem por aderir às obrigações do contrato originário."
1178,OK,,"i) É vedado o uso de critérios objetivos para o indeferimento imediato da gratuidade judiciária requerida por pessoa natural; ii) Verificada a existência nos autos de elementos aptos a afastara presunção de hipossuficiência econômica da pessoa natural, o juiz deverá determinar ao requerente a comprovação de sua condição, indicando de modo preciso as razões que justificam tal afastamento, nos termos do art. 99, § 2º, do CPC; iii) Cumprida a diligência, a adoção de parâmetros objetivos pelo magistrado pode ser realizada em caráter meramente suplementar e desde que não sirva como fundamento exclusivo para o indeferimento do pedido de gratuidade."
1180,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1181,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1190,EXCLUIR,Duplicado conceitual da tese do Tema 1133.,aplicar (Art. 1040 do CPC)
1193,OK,,"O arquivamento das execuções fiscais cujo valor seja inferior ao novo piso fixado no caput do art. 8º da Lei 12.541/2011, previsto no § 2º do artigo referido (acrescentado pela Lei 14.195/2021), o qual constitui norma de natureza processual, que deve ser aplicada de imediato, alcança os executivos fiscais em curso, ressalvados os casos em que concretizada a penhora."
1198,OK,,Suspensão SOMENTE no Estado do Mato Grosso do Sul
1201,OK,,"1) O agravo interposto contra decisão do Tribunal de origem, ainda que com o objetivo de exaurir a instância recursal ordinária, a fim de permitir a interposição de recurso especial e/ou extraordinário, quando apresentado contra decisão baseada em precedente qualificado oriundo do STJ ou do STF, autoriza a aplicação da multa prevista no art. 1.021, § 4º, do CPC (revisão do TR 434/STJ); 2) A multa prevista no art. 1.021, § 4º, CPC, não é cabível quando (i) alegada fundamentadamente a distinção ou a superação do precedente qualificado oriundo do STJ ou do STF ou (ii) a decisão agravada estiver amparada em julgado de tribunal de segundo grau; 3) Excetuadas as hipóteses supra, caberá ao órgão colegiado verificar a aplicação da multa, considerando-se as peculiaridades do caso concreto."
1217,OK,,"É válido o ato jurídico de cancelamento automático de precatórios ou requisições federais de pequeno valor realizados entre 06/07/2017 (data da publicação da Lei 13.463/2017) e 06/07/2022 (data da publicação da ata da sessão de julgamento da ADI 5.755/DF), nos termos do art. 2º, caput, e § 1º, da Lei 13.463/2017, desde que caracterizada a inércia do credor em proceder ao levantamento do depósito pelo prazo legalmente estabelecido (dois anos). É ilegal esse mesmo ato se circunstâncias alheias à vontade do credor impediam, ao tempo do cancelamento, o levantamento do valor depositado."
1225,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1229,OK,,"À luz do princípio da causalidade, não cabe fixação de honorários advocatícios quando a exceção de pré-executividade é acolhida para extinguir a execução fiscal em razão do reconhecimento da prescrição intercorrente, prevista no art. 40 da Lei n. 6.830/1980."
1232,OK,,"Nos termos do art. 25 da Lei n. 12.016/2009, não se revela cabível a fixação de honorários de sucumbência em cumprimento de sentença proferida em mandado de segurança individual, ainda que dela resultem efeitos patrimoniais a serem saldados dentro dos mesmos autos."
1242,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1243,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1248,OK,,"Nas execuções fiscais fundadas numa única Certidão de Dívida Ativa, composta por débitos de exercícios diferentes do mesmo tributo, a determinação da alçada, prevista no art. 34, caput e § 1º, da Lei n. 6.830/1980, deverá considerar o total da dívida constante do título executivo."
1250,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1253,OK,,"A extinção do cumprimento de sentença coletivo proposto pelo legitimado extraordinário, por prescrição intercorrente, não impede a execução individual do mesmo título."
1254,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1261,OK,,"I) A exceção à impenhorabilidade do bem de família nos casos de execução de hipoteca sobre o imóvel, oferecido como garantia real pelo casal ou pela entidade familiar, prevista no art. 3º, V, da Lei n. 8.009/1990, restringe-se às hipóteses em que a dívida foi constituída em benefício da entidade familiar: II) em relação ao ônus da prova, a) se o bem for dado em garantia real por um dos sócios de pessoa jurídica, é, em regra, impenhorável, cabendo ao credor o ônus de comprovar que o débito da pessoa jurídica se reverteu em benefício da entidade familiar; e b) caso os únicos sócios da sociedade sejam os titulares do imóvel hipotecado, a regra é da penhorabilidade do bem de família, competindo aos proprietários demonstrar que o débito da pessoajurídica não se reverteu em benefício da entidade familiar."
1265,OK,,"Nos casos em que da Exceção de Pré-Executividade resultar, tão somente, a exclusão do excipiente do polo passivo da Execução Fiscal, os honorários advocatícios deverão ser fixados por apreciação equitativa, nos moldes do art. 85, § 8º, do CPC/2015, porquanto não há como se estimar o proveito econômico obtido com o provimento jurisdicional."
1266,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1267,OK,,"1. A decisão do juiz de primeiro grau que obsta o processamento da apelação viola o § 3º do artigo 1.010 do CPC, caracterizando usurpação da competência do Tribunal, o que autoriza o manejo da reclamação prevista no inciso I do artigo 988 do CPC; 2. Na hipótese em que o juiz da causa negar seguimento à apelação no âmbito de execução ou de cumprimento de sentença, também será cabível agravo de instrumento, por força do disposto no parágrafo único do artigo 1.015 do CPC."
1271,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1273,OK,,"O prazo decadencial do art. 23 da Lei 12.016/2009 não se aplica ao mandado de segurança cuja causa de pedir seja a impugnação de lei ou ato normativo que interfira em obrigações tributárias sucessivas, dado o caráter preventivo da impetração decorrente da ameaça atual, objetiva e permanente de aplicação da norma impugnada."
1279,OK,,"Nas ações de busca e apreensão de bens alienados fiduciariamente, o prazo de 5 dias para pagamento da integralidade da dívida, previsto no art. 3º, § 1º, do Decreto-Lei n. 911/69, começa a fluir a partir da data da execução da medida liminar."
1281,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1282,OK,,"O pagamento de indenização por sinistro não gera para a seguradora a sub-rogação de prerrogativas processuais dos consumidores, em especial quanto à competência na ação regressiva.."
1284,OK,,"A vedação ao reexame necessário da sentença de improcedência ou de extinção do processo sem resolução do mérito, prevista pelos art.17, § 19º, IV c/c art. 17-C, § 3º, da Lei de Improbidade Administrativa, com redação dada pela Lei nº 14.230/2021, não se aplica aos processos em curso, quando a sentença for anterior à vigência da Lei 14.230/21."
1285,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1289,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1296,OK,,"A prévia intimação pessoal do devedor para o cumprimento de obrigação de fazer ou de não fazer especificada na decisão judicial é pressuposto para a incidência da multa coercitiva, nos termos da Súmula n. 410/STJ, cujo teor permanece hígido após a entrada em vigor do CPC de 2015."
1298,OK,,"Aplicam-se os percentuais do art. 27, § 1º, do DL 3.365/41 no arbitramento de honorários sucumbenciais devidos pelo autor em caso de desistência de ação de desapropriação por utilidade pública ou de constituição de servidão administrativa, os quais terão como base de cálculo o valor atualizado da causa. Esses percentuais não se aplicam somente se o valor da causa for muito baixo, caso em que os honorários serão arbitrados por apreciação equitativa do juiz, na forma do art. 85, § 8º, do CPC."
1300,OK,,"Nas ações em que o participante contesta saques em sua conta individualizada do PASEP, o ônus de provar cabe: a) ao participante, quanto aos saques sob as formas de crédito em conta e de pagamento por Folha de Pagamento (PASEP-FOPAG), por ser fato constitutivo de seu direito, na forma do art. 373, I, do CPC, sendo incabível a inversão (art. 6º, VIII, do CDC) ou a redistribuição (art. 373, § 1º, do CPC) do ônus da prova; b) ao réu, quanto aos saques sob a forma de saque em caixa das agências do BB, por ser fato extintivo do direito do autor, na forma do art. 373, II, do CPC."
1302,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1306,EXCLUIR,Duplicado conceitual da tese do Tema 1133.,aplicar (Art. 1040 do CPC)
1309,OK,,"Os sucessores do servidor falecido antes da propositura da ação coletiva não são beneficiados pela decisão transitada em julgado que condena ao pagamento de diferenças, salvo se expressamente contemplados."
1310,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1311,OK,,O curso do prazo prescricional da obrigação de pagar quantia certa pela fazenda pública não é suspenso durante o cumprimento da obrigação de implantar em folha de pagamento imposta na mesma sentença.
1313,OK,,"Nas demandas em que se pleiteia do Poder Público a satisfação do direito à saúde, os honorários advocatícios são fixados por apreciação equitativa, sem aplicação do art. 85, § 8º-A, do CPC."
1317,OK,,A extinção dos embargos à execução fiscal em face da desistência ou da renúncia do direito manifestada para fins de adesão a programa de recuperação fiscal em que já inserida a verba honorária pela cobrança da dívida pública não enseja nova condenação em honorários advocatícios.
1325,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1338,OK,,Suspensão de processos em segundo grau até publicação do acórdão de mérito
1345,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1349,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1384,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1385,OK,,"Na execução fiscal, a fiança bancária ou o seguro garantia oferecido em garantia de execução de crédito tributário não é recusável por inobservância à ordem legal da penhora."
1388,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1392,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1396,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1398,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1399,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1402,OK,,I - A sentença coletiva que condena a administração centralizada ao pagamento de verba remuneratória não pode ser executada por servidores de autarquias e fundações públicas. II - Os servidores que integravam os quadros de autarquias e de fundações públicas do Distrito Federal na data da propositura da Ação Coletiva n. 32.159/97 não foram beneficiados pela coisa julgada.
1409,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1413,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
1418,EXCLUIR,"Excluído por regra: aguardando julgamento, irrelevante ou instrução de tema correlato.",Aguardando julgamento de mérito
